method,layout_index,gap_bin,initial_sigma,tolerance,first_visit_order,count
analytic_single,841,≥10%,0.01,0.05,2→4→3→1,20
analytic_single,841,≥10%,0.05,0.02,2→4→3→1,10
analytic_single,841,≥10%,0.05,0.05,2→4→3→1,19
analytic_single,851,1–<5%,0.0,0.02,4→2→1→3,1
analytic_single,851,1–<5%,0.0,0.05,4→2→1→3,1
analytic_single,851,1–<5%,0.01,0.02,4→2→1→3,20
analytic_single,851,1–<5%,0.01,0.05,4→2→1→3,20
analytic_single,851,1–<5%,0.05,0.02,4→2→1→3,12
analytic_single,851,1–<5%,0.05,0.05,4→2→1→3,19
analytic_single,870,≥10%,0.0,0.02,4→2→3→1,1
analytic_single,870,≥10%,0.0,0.05,4→2→3→1,1
analytic_single,870,≥10%,0.01,0.02,4→2→3→1,20
analytic_single,870,≥10%,0.01,0.05,4→2→3→1,20
analytic_single,870,≥10%,0.05,0.05,4→2→3→1,20
analytic_single,870,≥10%,0.05,0.02,4→2→3→1,13
analytic_single,877,5–<10%,0.0,0.02,1→2→3→4,1
analytic_single,877,5–<10%,0.0,0.05,1→2→3→4,1
analytic_single,877,5–<10%,0.01,0.02,1→2→3→4,20
analytic_single,877,5–<10%,0.01,0.05,1→2→3→4,20
analytic_single,877,5–<10%,0.05,0.05,1→2→3→4,18
analytic_single,877,5–<10%,0.05,0.02,1→2→3→4,7
analytic_single,884,≥10%,0.0,0.02,4→3→1→2,1
analytic_single,884,≥10%,0.0,0.05,4→3→1→2,1
analytic_single,884,≥10%,0.01,0.02,4→3→1→2,20
analytic_single,884,≥10%,0.01,0.05,4→3→1→2,20
analytic_single,884,≥10%,0.05,0.05,4→3→1→2,17
analytic_single,884,≥10%,0.05,0.02,4→3→1→2,8
analytic_single,887,<1%,0.0,0.02,2→3→1→4,1
analytic_single,887,<1%,0.0,0.05,2→3→1→4,1
analytic_single,887,<1%,0.01,0.02,2→3→1→4,20
analytic_single,887,<1%,0.01,0.05,2→3→1→4,20
analytic_single,887,<1%,0.05,0.05,2→3→1→4,19
analytic_single,887,<1%,0.05,0.02,2→3→1→4,3
analytic_single,888,5–<10%,0.0,0.02,3→1→4→2,1
analytic_single,888,5–<10%,0.0,0.05,3→1→4→2,1
analytic_single,888,5–<10%,0.01,0.02,3→1→4→2,20
analytic_single,888,5–<10%,0.01,0.05,3→1→4→2,20
analytic_single,888,5–<10%,0.05,0.05,3→1→4→2,19
analytic_single,888,5–<10%,0.05,0.02,3→1→4→2,12
analytic_single,896,≥10%,0.0,0.02,3→4→1→2,1
analytic_single,896,≥10%,0.0,0.05,3→4→1→2,1
analytic_single,896,≥10%,0.01,0.02,3→4→1→2,20
analytic_single,896,≥10%,0.01,0.05,3→4→1→2,20
analytic_single,896,≥10%,0.05,0.05,3→4→1→2,17
analytic_single,896,≥10%,0.05,0.02,3→4→1→2,8
analytic_single,899,≥10%,0.0,0.02,4→1→3→2,1
analytic_single,899,≥10%,0.0,0.05,4→1→3→2,1
analytic_single,899,≥10%,0.01,0.02,4→1→3→2,20
analytic_single,899,≥10%,0.01,0.05,4→1→3→2,20
analytic_single,899,≥10%,0.05,0.02,4→1→3→2,6
analytic_single,899,≥10%,0.05,0.05,4→1→3→2,15
analytic_single,904,5–<10%,0.0,0.02,2→4→1→3,1
analytic_single,904,5–<10%,0.0,0.05,2→4→1→3,1
analytic_single,904,5–<10%,0.01,0.02,2→4→1→3,19
analytic_single,904,5–<10%,0.01,0.05,2→4→1→3,20
analytic_single,904,5–<10%,0.05,0.05,2→4→1→3,13
analytic_single,904,5–<10%,0.05,0.02,2→4→1→3,6
analytic_single,912,1–<5%,0.0,0.02,2→3→1→4,1
analytic_single,912,1–<5%,0.0,0.05,2→3→1→4,1
analytic_single,912,1–<5%,0.01,0.02,2→3→1→4,20
analytic_single,912,1–<5%,0.01,0.05,2→3→1→4,20
analytic_single,912,1–<5%,0.05,0.05,2→3→1→4,19
analytic_single,912,1–<5%,0.05,0.02,2→3→1→4,7
analytic_single,930,1–<5%,0.0,0.02,4→2→3→1,1
analytic_single,930,1–<5%,0.0,0.05,4→2→3→1,1
analytic_single,930,1–<5%,0.01,0.02,4→2→3→1,20
analytic_single,930,1–<5%,0.01,0.05,4→2→3→1,20
analytic_single,930,1–<5%,0.05,0.05,4→2→3→1,16
analytic_single,930,1–<5%,0.05,0.02,4→2→3→1,6
analytic_single,931,1–<5%,0.0,0.02,1→4→2→3,1
analytic_single,931,1–<5%,0.0,0.05,1→4→2→3,1
analytic_single,931,1–<5%,0.01,0.02,1→4→2→3,20
analytic_single,931,1–<5%,0.01,0.05,1→4→2→3,20
analytic_single,931,1–<5%,0.05,0.02,1→4→2→3,8
analytic_single,931,1–<5%,0.05,0.05,1→4→2→3,18
analytic_single,938,≥10%,0.0,0.02,1→3→2→4,1
analytic_single,938,≥10%,0.0,0.05,1→3→2→4,1
analytic_single,938,≥10%,0.01,0.02,1→3→2→4,20
analytic_single,938,≥10%,0.01,0.05,1→3→2→4,20
analytic_single,938,≥10%,0.05,0.05,1→3→2→4,20
analytic_single,938,≥10%,0.05,0.02,1→3→2→4,12
analytic_single,939,1–<5%,0.0,0.02,3→2→1→4,1
analytic_single,939,1–<5%,0.0,0.05,3→2→1→4,1
analytic_single,939,1–<5%,0.01,0.02,3→2→1→4,20
analytic_single,939,1–<5%,0.01,0.05,3→2→1→4,20
analytic_single,939,1–<5%,0.05,0.02,3→2→1→4,11
analytic_single,939,1–<5%,0.05,0.05,3→2→1→4,18
analytic_single,944,1–<5%,0.0,0.02,4→2→1→3,1
analytic_single,944,1–<5%,0.0,0.05,4→2→1→3,1
analytic_single,944,1–<5%,0.01,0.02,4→2→1→3,20
analytic_single,944,1–<5%,0.01,0.05,4→2→1→3,20
analytic_single,944,1–<5%,0.05,0.05,4→2→1→3,19
analytic_single,944,1–<5%,0.05,0.02,4→2→1→3,8
analytic_single,946,5–<10%,0.0,0.02,2→1→3→4,1
analytic_single,946,5–<10%,0.0,0.05,2→1→3→4,1
analytic_single,946,5–<10%,0.01,0.02,2→1→3→4,20
analytic_single,946,5–<10%,0.01,0.05,2→1→3→4,20
analytic_single,946,5–<10%,0.05,0.05,2→1→3→4,20
analytic_single,946,5–<10%,0.05,0.02,2→1→3→4,19
analytic_single,950,1–<5%,0.0,0.02,4→2→3→1,1
analytic_single,950,1–<5%,0.0,0.05,4→2→3→1,1
analytic_single,950,1–<5%,0.01,0.02,4→2→3→1,20
analytic_single,950,1–<5%,0.01,0.05,4→2→3→1,20
analytic_single,950,1–<5%,0.05,0.05,4→2→3→1,17
analytic_single,950,1–<5%,0.05,0.02,4→2→3→1,2
analytic_single,954,<1%,0.0,0.02,1→4→2→3,1
analytic_single,954,<1%,0.0,0.05,1→4→2→3,1
analytic_single,954,<1%,0.01,0.02,1→4→2→3,20
analytic_single,954,<1%,0.01,0.05,1→4→2→3,20
analytic_single,954,<1%,0.05,0.02,1→4→2→3,15
analytic_single,954,<1%,0.05,0.05,1→4→2→3,19
analytic_single,967,≥10%,0.0,0.02,3→4→1→2,1
analytic_single,967,≥10%,0.0,0.05,3→4→1→2,1
analytic_single,967,≥10%,0.01,0.02,3→4→1→2,20
analytic_single,967,≥10%,0.01,0.05,3→4→1→2,20
analytic_single,967,≥10%,0.05,0.02,3→4→1→2,13
analytic_single,967,≥10%,0.05,0.05,3→4→1→2,20
analytic_single,982,1–<5%,0.0,0.02,3→1→4→2,1
analytic_single,982,1–<5%,0.0,0.05,3→1→4→2,1
analytic_single,982,1–<5%,0.01,0.02,3→1→4→2,20
analytic_single,982,1–<5%,0.01,0.05,3→1→4→2,20
analytic_single,982,1–<5%,0.05,0.05,3→1→4→2,18
analytic_single,982,1–<5%,0.05,0.02,3→1→4→2,5
analytic_single,993,<1%,0.0,0.02,1→4→2→3,1
analytic_single,993,<1%,0.0,0.05,1→4→2→3,1
analytic_single,993,<1%,0.01,0.02,1→4→2→3,20
analytic_single,993,<1%,0.01,0.05,1→4→2→3,20
analytic_single,993,<1%,0.05,0.02,1→4→2→3,13
analytic_single,993,<1%,0.05,0.05,1→4→2→3,18
analytic_multi,3,≥10%,0.0,0.02,2→1→4→3,1
analytic_multi,3,≥10%,0.0,0.05,2→1→4→3,1
analytic_multi,3,≥10%,0.01,0.02,2→1→4→3,20
analytic_multi,3,≥10%,0.01,0.05,2→1→4→3,20
analytic_multi,3,≥10%,0.05,0.02,2→1→4→3,14
analytic_multi,3,≥10%,0.05,0.05,2→1→4→3,20
analytic_multi,8,5–<10%,0.0,0.02,4→2→3→1,1
analytic_multi,8,5–<10%,0.0,0.05,4→2→3→1,1
analytic_multi,8,5–<10%,0.01,0.02,4→2→3→1,20
analytic_multi,8,5–<10%,0.01,0.05,4→2→3→1,20
analytic_multi,8,5–<10%,0.05,0.05,4→2→3→1,20
analytic_multi,8,5–<10%,0.05,0.02,4→2→3→1,13
analytic_multi,15,≥10%,0.0,0.02,1→3→4→2,1
analytic_multi,15,≥10%,0.0,0.05,1→3→4→2,1
analytic_multi,15,≥10%,0.01,0.02,1→3→4→2,20
analytic_multi,15,≥10%,0.01,0.05,1→3→4→2,20
analytic_multi,15,≥10%,0.05,0.02,1→3→4→2,6
analytic_multi,15,≥10%,0.05,0.05,1→3→4→2,17
analytic_multi,28,≥10%,0.0,0.02,4→3→2→1,1
analytic_multi,28,≥10%,0.0,0.05,4→3→2→1,1
analytic_multi,28,≥10%,0.01,0.02,4→3→2→1,20
analytic_multi,28,≥10%,0.01,0.05,4→3→2→1,20
analytic_multi,28,≥10%,0.05,0.02,4→3→2→1,13
analytic_multi,28,≥10%,0.05,0.05,4→3→2→1,18
analytic_multi,40,5–<10%,0.0,0.02,4→2→3→1,1
analytic_multi,40,5–<10%,0.0,0.05,4→2→3→1,1
analytic_multi,40,5–<10%,0.01,0.02,4→2→3→1,20
analytic_multi,40,5–<10%,0.01,0.05,4→2→3→1,20
analytic_multi,40,5–<10%,0.05,0.02,4→2→3→1,10
analytic_multi,40,5–<10%,0.05,0.05,4→2→3→1,17
analytic_multi,45,≥10%,0.0,0.02,4→2→1→3,1
analytic_multi,45,≥10%,0.0,0.05,4→2→1→3,1
analytic_multi,45,≥10%,0.01,0.02,4→2→1→3,20
analytic_multi,45,≥10%,0.01,0.05,4→2→1→3,20
analytic_multi,45,≥10%,0.05,0.05,4→2→1→3,18
analytic_multi,45,≥10%,0.05,0.02,4→2→1→3,5
analytic_multi,47,5–<10%,0.0,0.02,4→2→3→1,1
analytic_multi,47,5–<10%,0.0,0.05,4→2→3→1,1
analytic_multi,47,5–<10%,0.01,0.02,4→2→3→1,20
analytic_multi,47,5–<10%,0.01,0.05,4→2→3→1,20
analytic_multi,47,5–<10%,0.05,0.02,4→2→3→1,10
analytic_multi,47,5–<10%,0.05,0.05,4→2→3→1,18
analytic_multi,80,≥10%,0.0,0.02,3→4→2→1,1
analytic_multi,80,≥10%,0.0,0.05,3→4→2→1,1
analytic_multi,80,≥10%,0.01,0.02,3→4→2→1,20
analytic_multi,80,≥10%,0.01,0.05,3→4→2→1,20
analytic_multi,80,≥10%,0.05,0.05,3→4→2→1,20
analytic_multi,80,≥10%,0.05,0.02,3→4→2→1,11
analytic_multi,83,≥10%,0.0,0.02,4→3→1→2,1
analytic_multi,83,≥10%,0.0,0.05,4→3→1→2,1
analytic_multi,83,≥10%,0.01,0.02,4→3→1→2,20
analytic_multi,83,≥10%,0.01,0.05,4→3→1→2,20
analytic_multi,83,≥10%,0.05,0.05,4→3→1→2,19
analytic_multi,83,≥10%,0.05,0.02,4→3→1→2,7
analytic_multi,86,≥10%,0.0,0.02,2→3→4→1,1
analytic_multi,86,≥10%,0.0,0.05,2→3→4→1,1
analytic_multi,86,≥10%,0.01,0.02,2→3→4→1,20
analytic_multi,86,≥10%,0.01,0.05,2→3→4→1,20
analytic_multi,86,≥10%,0.05,0.02,2→3→4→1,16
analytic_multi,86,≥10%,0.05,0.05,2→3→4→1,20
analytic_multi,101,<1%,0.01,0.05,1→3→4→2,8
analytic_multi,101,<1%,0.01,0.05,2→1→3→4,11
analytic_multi,101,<1%,0.01,0.02,2→1→3→4,4
analytic_multi,101,<1%,0.01,0.02,1→3→4→2,3
analytic_multi,101,<1%,0.05,0.02,1→3→4→2,5
analytic_multi,101,<1%,0.05,0.05,1→3→4→2,8
analytic_multi,101,<1%,0.05,0.02,2→1→3→4,6
analytic_multi,101,<1%,0.05,0.05,2→1→3→4,11
analytic_multi,154,≥10%,0.0,0.02,3→1→4→2,1
analytic_multi,154,≥10%,0.0,0.05,3→1→4→2,1
analytic_multi,154,≥10%,0.01,0.02,3→1→4→2,20
analytic_multi,154,≥10%,0.01,0.05,3→1→4→2,20
analytic_multi,154,≥10%,0.05,0.05,3→1→4→2,17
analytic_multi,154,≥10%,0.05,0.02,3→1→4→2,5
analytic_multi,165,1–<5%,0.0,0.02,3→4→1→2,1
analytic_multi,165,1–<5%,0.0,0.05,3→4→1→2,1
analytic_multi,165,1–<5%,0.01,0.05,3→4→1→2,19
analytic_multi,165,1–<5%,0.01,0.02,3→4→1→2,11
analytic_multi,165,1–<5%,0.05,0.05,3→4→1→2,4
analytic_multi,185,<1%,0.0,0.05,3→2→4→1,1
analytic_multi,185,<1%,0.01,0.05,3→2→4→1,14
analytic_multi,185,<1%,0.01,0.02,3→2→4→1,4
analytic_multi,185,<1%,0.05,0.05,3→2→4→1,3
analytic_multi,236,≥10%,0.0,0.02,2→4→1→3,1
analytic_multi,236,≥10%,0.0,0.05,2→4→1→3,1
analytic_multi,236,≥10%,0.01,0.02,2→4→1→3,20
analytic_multi,236,≥10%,0.01,0.05,2→4→1→3,20
analytic_multi,236,≥10%,0.05,0.02,2→4→1→3,7
analytic_multi,236,≥10%,0.05,0.05,2→4→1→3,18
analytic_multi,246,≥10%,0.0,0.02,3→2→1→4,1
analytic_multi,246,≥10%,0.0,0.05,3→2→1→4,1
analytic_multi,246,≥10%,0.01,0.02,3→2→1→4,20
analytic_multi,246,≥10%,0.01,0.05,3→2→1→4,20
analytic_multi,246,≥10%,0.05,0.05,3→2→1→4,20
analytic_multi,246,≥10%,0.05,0.02,3→2→1→4,12
analytic_multi,248,≥10%,0.0,0.02,3→1→2→4,1
analytic_multi,248,≥10%,0.0,0.05,3→1→2→4,1
analytic_multi,248,≥10%,0.01,0.02,3→1→2→4,20
analytic_multi,248,≥10%,0.01,0.05,3→1→2→4,20
analytic_multi,248,≥10%,0.05,0.05,3→1→2→4,19
analytic_multi,248,≥10%,0.05,0.02,3→1→2→4,13
analytic_multi,250,≥10%,0.0,0.02,1→3→2→4,1
analytic_multi,250,≥10%,0.0,0.05,1→3→2→4,1
analytic_multi,250,≥10%,0.01,0.02,1→3→2→4,20
analytic_multi,250,≥10%,0.01,0.05,1→3→2→4,20
analytic_multi,250,≥10%,0.05,0.02,1→3→2→4,11
analytic_multi,250,≥10%,0.05,0.05,1→3→2→4,19
analytic_multi,281,1–<5%,0.0,0.05,4→2→1→3,1
analytic_multi,281,1–<5%,0.01,0.02,4→3→2→1,4
analytic_multi,281,1–<5%,0.01,0.05,4→3→2→1,7
analytic_multi,281,1–<5%,0.01,0.05,4→2→1→3,13
analytic_multi,281,1–<5%,0.01,0.02,4→2→1→3,4
analytic_multi,281,1–<5%,0.05,0.05,4→2→1→3,13
analytic_multi,281,1–<5%,0.05,0.02,4→3→2→1,2
analytic_multi,281,1–<5%,0.05,0.05,4→3→2→1,5
analytic_multi,281,1–<5%,0.05,0.02,4→2→1→3,5
analytic_multi,312,1–<5%,0.01,0.05,3→1→4→2,6
analytic_multi,312,1–<5%,0.01,0.05,1→4→3→2,7
analytic_multi,312,1–<5%,0.05,0.05,1→4→3→2,9
analytic_multi,312,1–<5%,0.05,0.05,3→1→4→2,8
analytic_multi,312,1–<5%,0.05,0.02,1→4→3→2,5
analytic_multi,312,1–<5%,0.05,0.02,3→1→4→2,2
analytic_multi,322,≥10%,0.0,0.02,4→3→1→2,1
analytic_multi,322,≥10%,0.0,0.05,4→3→1→2,1
analytic_multi,322,≥10%,0.01,0.02,4→3→1→2,20
analytic_multi,322,≥10%,0.01,0.05,4→3→1→2,20
analytic_multi,322,≥10%,0.05,0.05,4→3→1→2,18
analytic_multi,322,≥10%,0.05,0.02,4→3→1→2,6
analytic_multi,353,5–<10%,0.0,0.02,3→1→4→2,1
analytic_multi,353,5–<10%,0.0,0.05,3→1→4→2,1
analytic_multi,353,5–<10%,0.01,0.02,3→1→4→2,20
analytic_multi,353,5–<10%,0.01,0.05,3→1→4→2,20
analytic_multi,353,5–<10%,0.05,0.02,3→1→4→2,15
analytic_multi,353,5–<10%,0.05,0.05,3→1→4→2,20
analytic_multi,364,5–<10%,0.0,0.02,4→1→3→2,1
analytic_multi,364,5–<10%,0.0,0.05,4→1→3→2,1
analytic_multi,364,5–<10%,0.01,0.02,4→1→3→2,20
analytic_multi,364,5–<10%,0.01,0.05,4→1→3→2,20
analytic_multi,364,5–<10%,0.05,0.02,4→1→3→2,8
analytic_multi,364,5–<10%,0.05,0.05,4→1→3→2,20
analytic_multi,391,1–<5%,0.05,0.05,2→3→4→1,5
analytic_multi,391,1–<5%,0.05,0.02,2→3→4→1,3
analytic_multi,434,5–<10%,0.0,0.02,1→2→4→3,1
analytic_multi,434,5–<10%,0.0,0.05,1→2→4→3,1
analytic_multi,434,5–<10%,0.01,0.02,1→2→4→3,20
analytic_multi,434,5–<10%,0.01,0.05,1→2→4→3,20
analytic_multi,434,5–<10%,0.05,0.02,1→2→4→3,8
analytic_multi,434,5–<10%,0.05,0.05,1→2→4→3,17
analytic_multi,448,5–<10%,0.0,0.02,1→2→3→4,1
analytic_multi,448,5–<10%,0.0,0.05,1→2→3→4,1
analytic_multi,448,5–<10%,0.01,0.02,1→2→3→4,20
analytic_multi,448,5–<10%,0.01,0.05,1→2→3→4,20
analytic_multi,448,5–<10%,0.05,0.05,1→2→3→4,15
analytic_multi,448,5–<10%,0.05,0.02,1→2→3→4,3
analytic_multi,450,5–<10%,0.0,0.02,1→4→2→3,1
analytic_multi,450,5–<10%,0.0,0.05,1→4→2→3,1
analytic_multi,450,5–<10%,0.01,0.02,1→4→2→3,20
analytic_multi,450,5–<10%,0.01,0.05,1→4→2→3,20
analytic_multi,450,5–<10%,0.05,0.02,1→4→2→3,9
analytic_multi,450,5–<10%,0.05,0.05,1→4→2→3,18
analytic_multi,456,≥10%,0.0,0.02,1→3→4→2,1
analytic_multi,456,≥10%,0.0,0.05,1→3→4→2,1
analytic_multi,456,≥10%,0.01,0.02,1→3→4→2,20
analytic_multi,456,≥10%,0.01,0.05,1→3→4→2,20
analytic_multi,456,≥10%,0.05,0.05,1→3→4→2,19
analytic_multi,456,≥10%,0.05,0.02,1→3→4→2,11
analytic_multi,492,5–<10%,0.0,0.02,4→2→1→3,1
analytic_multi,492,5–<10%,0.0,0.05,4→2→1→3,1
analytic_multi,492,5–<10%,0.01,0.02,4→2→1→3,20
analytic_multi,492,5–<10%,0.01,0.05,4→2→1→3,20
analytic_multi,492,5–<10%,0.05,0.02,4→2→1→3,10
analytic_multi,492,5–<10%,0.05,0.05,4→2→1→3,20
analytic_multi,506,5–<10%,0.0,0.02,3→1→2→4,1
analytic_multi,506,5–<10%,0.0,0.05,3→1→2→4,1
analytic_multi,506,5–<10%,0.01,0.02,3→1→2→4,20
analytic_multi,506,5–<10%,0.01,0.05,3→1→2→4,20
analytic_multi,506,5–<10%,0.05,0.02,3→1→2→4,9
analytic_multi,506,5–<10%,0.05,0.05,3→1→2→4,14
analytic_multi,532,1–<5%,0.01,0.05,3→2→4→1,8
analytic_multi,532,1–<5%,0.05,0.05,3→2→4→1,1
analytic_multi,536,5–<10%,0.0,0.02,3→2→1→4,1
analytic_multi,536,5–<10%,0.0,0.05,3→2→1→4,1
analytic_multi,536,5–<10%,0.01,0.02,3→2→1→4,20
analytic_multi,536,5–<10%,0.01,0.05,3→2→1→4,20
analytic_multi,536,5–<10%,0.05,0.02,3→2→1→4,13
analytic_multi,536,5–<10%,0.05,0.05,3→2→1→4,20
analytic_multi,547,5–<10%,0.0,0.02,1→3→2→4,1
analytic_multi,547,5–<10%,0.0,0.05,1→3→2→4,1
analytic_multi,547,5–<10%,0.01,0.02,1→3→2→4,20
analytic_multi,547,5–<10%,0.01,0.05,1→3→2→4,20
analytic_multi,547,5–<10%,0.05,0.05,1→3→2→4,20
analytic_multi,547,5–<10%,0.05,0.02,1→3→2→4,9
analytic_multi,564,≥10%,0.0,0.02,1→2→4→3,1
analytic_multi,564,≥10%,0.0,0.05,1→2→4→3,1
analytic_multi,564,≥10%,0.01,0.02,1→2→4→3,20
analytic_multi,564,≥10%,0.01,0.05,1→2→4→3,20
analytic_multi,564,≥10%,0.05,0.05,1→2→4→3,20
analytic_multi,564,≥10%,0.05,0.02,1→2→4→3,10
analytic_multi,575,5–<10%,0.0,0.02,4→2→1→3,1
analytic_multi,575,5–<10%,0.0,0.05,4→2→1→3,1
analytic_multi,575,5–<10%,0.01,0.02,4→2→1→3,20
analytic_multi,575,5–<10%,0.01,0.05,4→2→1→3,20
analytic_multi,575,5–<10%,0.05,0.02,4→2→1→3,11
analytic_multi,575,5–<10%,0.05,0.05,4→2→1→3,20
analytic_multi,579,<1%,0.01,0.05,4→3→1→2,7
analytic_multi,579,<1%,0.01,0.05,2→4→3→1,13
analytic_multi,579,<1%,0.01,0.02,2→4→3→1,6
analytic_multi,579,<1%,0.01,0.02,4→3→1→2,4
analytic_multi,579,<1%,0.05,0.02,4→3→1→2,5
analytic_multi,579,<1%,0.05,0.05,4→3→1→2,7
analytic_multi,579,<1%,0.05,0.05,2→4→3→1,13
analytic_multi,579,<1%,0.05,0.02,2→4→3→1,10
analytic_multi,591,≥10%,0.0,0.02,3→2→4→1,1
analytic_multi,591,≥10%,0.0,0.05,3→2→4→1,1
analytic_multi,591,≥10%,0.01,0.02,3→2→4→1,20
analytic_multi,591,≥10%,0.01,0.05,3→2→4→1,20
analytic_multi,591,≥10%,0.05,0.02,3→2→4→1,7
analytic_multi,591,≥10%,0.05,0.05,3→2→4→1,19
analytic_multi,601,5–<10%,0.0,0.02,1→4→3→2,1
analytic_multi,601,5–<10%,0.0,0.05,1→4→3→2,1
analytic_multi,601,5–<10%,0.01,0.02,1→4→3→2,20
analytic_multi,601,5–<10%,0.01,0.05,1→4→3→2,20
analytic_multi,601,5–<10%,0.05,0.05,1→4→3→2,19
analytic_multi,601,5–<10%,0.05,0.02,1→4→3→2,10
analytic_multi,641,≥10%,0.0,0.02,3→1→4→2,1
analytic_multi,641,≥10%,0.0,0.05,3→1→4→2,1
analytic_multi,641,≥10%,0.01,0.02,3→1→4→2,19
analytic_multi,641,≥10%,0.01,0.05,3→1→4→2,20
analytic_multi,641,≥10%,0.05,0.05,3→1→4→2,16
analytic_multi,641,≥10%,0.05,0.02,3→1→4→2,6
analytic_multi,647,<1%,0.01,0.05,2→4→3→1,2
analytic_multi,647,<1%,0.05,0.05,2→4→3→1,2
analytic_multi,648,5–<10%,0.0,0.02,3→2→1→4,1
analytic_multi,648,5–<10%,0.0,0.05,3→2→1→4,1
analytic_multi,648,5–<10%,0.01,0.02,3→2→1→4,20
analytic_multi,648,5–<10%,0.01,0.05,3→2→1→4,20
analytic_multi,648,5–<10%,0.05,0.05,3→2→1→4,20
analytic_multi,648,5–<10%,0.05,0.02,3→2→1→4,11
analytic_multi,660,<1%,0.05,0.02,3→4→2→1,2
analytic_multi,660,<1%,0.05,0.05,3→4→2→1,5
analytic_multi,710,<1%,0.05,0.05,4→2→1→3,9
analytic_multi,710,<1%,0.05,0.02,4→2→1→3,5
analytic_multi,712,5–<10%,0.0,0.02,3→2→4→1,1
analytic_multi,712,5–<10%,0.0,0.05,3→2→4→1,1
analytic_multi,712,5–<10%,0.01,0.02,3→2→4→1,20
analytic_multi,712,5–<10%,0.01,0.05,3→2→4→1,20
analytic_multi,712,5–<10%,0.05,0.05,3→2→4→1,19
analytic_multi,712,5–<10%,0.05,0.02,3→2→4→1,11
analytic_multi,722,<1%,0.0,0.05,1→4→2→3,1
analytic_multi,722,<1%,0.01,0.05,1→4→2→3,19
analytic_multi,722,<1%,0.05,0.05,1→4→2→3,5
analytic_multi,722,<1%,0.05,0.05,3→1→4→2,8
analytic_multi,722,<1%,0.05,0.02,3→1→4→2,5
analytic_multi,776,5–<10%,0.0,0.02,2→4→3→1,1
analytic_multi,776,5–<10%,0.0,0.05,2→4→3→1,1
analytic_multi,776,5–<10%,0.01,0.02,2→4→3→1,20
analytic_multi,776,5–<10%,0.01,0.05,2→4→3→1,20
analytic_multi,776,5–<10%,0.05,0.05,2→4→3→1,18
analytic_multi,776,5–<10%,0.05,0.02,2→4→3→1,5
analytic_multi,784,5–<10%,0.0,0.02,4→3→1→2,1
analytic_multi,784,5–<10%,0.0,0.05,4→3→1→2,1
analytic_multi,784,5–<10%,0.01,0.02,4→3→1→2,20
analytic_multi,784,5–<10%,0.01,0.05,4→3→1→2,20
analytic_multi,784,5–<10%,0.05,0.02,4→3→1→2,15
analytic_multi,784,5–<10%,0.05,0.05,4→3→1→2,20
analytic_multi,789,5–<10%,0.0,0.02,3→1→2→4,1
analytic_multi,789,5–<10%,0.0,0.05,3→1→2→4,1
analytic_multi,789,5–<10%,0.01,0.02,3→1→2→4,20
analytic_multi,789,5–<10%,0.01,0.05,3→1→2→4,20
analytic_multi,789,5–<10%,0.05,0.02,3→1→2→4,12
analytic_multi,789,5–<10%,0.05,0.05,3→1→2→4,20
analytic_multi,792,5–<10%,0.0,0.02,1→4→2→3,1
analytic_multi,792,5–<10%,0.0,0.05,1→4→2→3,1
analytic_multi,792,5–<10%,0.01,0.02,1→4→2→3,20
analytic_multi,792,5–<10%,0.01,0.05,1→4→2→3,20
analytic_multi,792,5–<10%,0.05,0.02,1→4→2→3,7
analytic_multi,792,5–<10%,0.05,0.05,1→4→2→3,17
analytic_multi,797,1–<5%,0.01,0.05,2→1→3→4,9
analytic_multi,797,1–<5%,0.01,0.02,2→1→3→4,2
analytic_multi,797,1–<5%,0.01,0.05,1→3→4→2,11
analytic_multi,797,1–<5%,0.01,0.02,1→3→4→2,4
analytic_multi,797,1–<5%,0.05,0.05,2→1→3→4,9
analytic_multi,797,1–<5%,0.05,0.02,2→1→3→4,7
analytic_multi,797,1–<5%,0.05,0.05,1→3→4→2,8
analytic_multi,797,1–<5%,0.05,0.02,1→3→4→2,3
analytic_multi,804,≥10%,0.0,0.02,2→3→1→4,1
analytic_multi,804,≥10%,0.0,0.05,2→3→1→4,1
analytic_multi,804,≥10%,0.01,0.02,2→3→1→4,20
analytic_multi,804,≥10%,0.01,0.05,2→3→1→4,20
analytic_multi,804,≥10%,0.05,0.02,2→3→1→4,11
analytic_multi,804,≥10%,0.05,0.05,2→3→1→4,20
analytic_multi,822,5–<10%,0.0,0.02,2→1→4→3,1
analytic_multi,822,5–<10%,0.0,0.05,2→1→4→3,1
analytic_multi,822,5–<10%,0.01,0.02,2→1→4→3,20
analytic_multi,822,5–<10%,0.01,0.05,2→1→4→3,20
analytic_multi,822,5–<10%,0.05,0.05,2→1→4→3,20
analytic_multi,822,5–<10%,0.05,0.02,2→1→4→3,11
analytic_multi,841,≥10%,0.0,0.02,2→4→3→1,1
analytic_multi,841,≥10%,0.0,0.05,2→4→3→1,1
analytic_multi,841,≥10%,0.01,0.02,2→4→3→1,20
analytic_multi,841,≥10%,0.01,0.05,2→4→3→1,20
analytic_multi,841,≥10%,0.05,0.02,2→4→3→1,10
analytic_multi,841,≥10%,0.05,0.05,2→4→3→1,19
analytic_multi,870,≥10%,0.0,0.02,4→2→3→1,1
analytic_multi,870,≥10%,0.0,0.05,4→2→3→1,1
